ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
4260	"ENSG00000082898.19"	"XPO1"	chr2	-	61481184	61483091	61481184	61481281	61482956	61483091	4260	8,21,17	0,4,0	16,15,7	2,0,0	298	149	0.26032784555	0.6867043758296235	1.0,0.724,1.0	0.8,1.0,1.0	-0.025
4261	"ENSG00000082898.19"	"XPO1"	chr2	-	61483936	61485962	61483936	61484105	61485767	61485962	4261	11,13,4	1135,1133,272	2,14,3	415,524,435	298	149	1	1.0	0.005,0.006,0.007	0.002,0.013,0.003	0.0
4262	"ENSG00000082898.19"	"XPO1"	chr2	-	61492566	61494091	61492566	61492748	61493893	61494091	4262	4,11,2	0,0,0	4,12,6	0,0,2	298	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.6	0.133
4263	"ENSG00000082898.19"	"XPO1"	chr2	-	61493893	61495613	61493893	61494091	61495454	61495613	4263	2,0,0	881,856,76	2,2,1	244,304,269	298	149	1	1.0	0.001,0.0,0.0	0.004,0.003,0.002	-0.003
4264	"ENSG00000082898.19"	"XPO1"	chr2	-	61496878	61498913	61496878	61497007	61498672	61498913	4264	5,9,0	1058,888,93	0,0,0	316,520,305	298	149	1	1.0	0.002,0.005,0.0	0.0,0.0,0.0	0.002
4266	"ENSG00000082898.19"	"XPO1"	chr2	-	61498672	61498913	61498672	61498792	61498864	61498913	4266	29,23,0	1132,1039,117	6,11,11	263,568,366	221	149	0.855907348866	1.0	0.017,0.015,0.0	0.015,0.013,0.02	-0.005
4269	"ENSG00000010256.11"	"UQCRC1"	chr3	-	48600679	48601118	48600679	48600840	48600974	48601118	4269	45,62,97	2310,2080,4070	26,76,49	983,999,1153	283	149	1.53871748276e-06	3.7270590683408606e-05	0.01,0.015,0.012	0.014,0.039,0.022	-0.013
4270	"ENSG00000187583.11"	"PLEKHN1"	chr1	+	970685	971006	970685	970758	970878	971006	4270	23,2,37	12,3,7	12,0,33	4,1,13	269	149	0.795346820233	1.0	0.515,0.27,0.745	0.624,0.0,0.584	0.107
4271	"ENSG00000187583.11"	"PLEKHN1"	chr1	+	974441	975865	974441	974588	975711	975865	4271	60,15,226	2,0,0	69,8,64	3,0,1	298	149	0.33329503427	0.8129553770206902	0.938,1.0,1.0	0.92,1.0,0.97	0.016
4272	"ENSG00000114354.15"	"TFG"	chr3	+	100732507	100736716	100732507	100732672	100736575	100736716	4272	3,12,0	1600,998,859	8,9,10	656,1015,1111	298	149	1	1.0	0.001,0.006,0.0	0.006,0.004,0.004	-0.002
4274	"ENSG00000114354.15"	"TFG"	chr3	+	100744832	100747454	100744832	100744931	100747413	100747454	4274	15,17,2	0,0,0	15,24,14	0,0,4	298	149	0.323730187817	0.7986800417812329	1.0,1.0,1.0	1.0,1.0,0.636	0.121
4276	"ENSG00000143387.14"	"CTSK"	chr1	-	150799167	150799709	150799167	150799273	150799543	150799709	4276	0,4,0	6,38,11	0,3,2	21,19,11	298	149	0.509955750628	1.0	0.0,0.05,0.0	0.0,0.073,0.083	-0.035
4279	"ENSG00000143387.14"	"CTSK"	chr1	-	150806101	150806806	150806101	150806224	150806685	150806806	4279	4,2,3	10,36,2	5,4,6	29,14,16	298	149	0.910558138403	1.0	0.167,0.027,0.429	0.079,0.125,0.158	0.087
4280	"ENSG00000124466.9"	"LYPD3"	chr19	-	43463125	43463769	43463125	43463287	43463598	43463769	4280	2,0,0	0,0,2	6,2,2	1,0,38	298	149	1	1.0	1.0,NA,0.0	0.75,1.0,0.026	-0.092
4281	"ENSG00000049089.15"	"COL9A2"	chr1	-	40312058	40312479	40312058	40312112	40312455	40312479	4281	0,5,0	0,12,0	0,21,0	0,66,0	298	149	1	1.0	NA,0.172,NA	NA,0.137,NA	0.035
4282	"ENSG00000163359.17"	"COL6A3"	chr2	-	237342064	237344843	237342064	237342161	237344349	237344843	4282	0,0,28	3,7,3390	0,0,64	0,73,4400	298	149	1	1.0	0.0,0.0,0.004	NA,0.0,0.007	-0.002
4283	"ENSG00000119688.21"	"ABCD4"	chr14	-	74292747	74293248	74292747	74292869	74293153	74293248	4283	36,149,17	48,92,28	35,103,13	36,78,24	298	149	0.990175871313	1.0	0.273,0.447,0.233	0.327,0.398,0.213	0.005
4285	"ENSG00000119688.21"	"ABCD4"	chr14	-	74296332	74298069	74296332	74296449	74297929	74298069	4285	10,45,2	60,161,31	12,12,7	44,120,49	298	149	0.110534630455	0.3658646252390611	0.077,0.123,0.031	0.12,0.048,0.067	-0.001
4287	"ENSG00000168438.15"	"CDC40"	chr6	+	110210706	110212272	110210706	110210803	110212132	110212272	4287	4,1,2	66,106,30	0,1,0	31,77,53	298	149	0.612325894552	1.0	0.029,0.005,0.032	0.0,0.006,0.0	0.02
4288	"ENSG00000289689.1"	"ENSG00000289689"	chr17	-	80058367	80059485	80058367	80058896	80059336	80059485	4288	0,10,29	0,0,8	0,2,12	0,0,0	298	149	1	1.0	NA,1.0,0.644	NA,1.0,1.0	-0.178
4290	"ENSG00000169247.14"	"SH3TC2"	chr5	-	149006880	149009001	149006880	149007077	149008850	149009001	4290	2,3,0	0,14,19	0,0,9	0,4,28	298	149	1	1.0	1.0,0.097,0.0	NA,0.0,0.138	0.297
4292	"ENSG00000169247.14"	"SH3TC2"	chr5	-	149026859	149028554	149026859	149028232	149028356	149028554	4292	0,8,15	0,0,2	0,9,34	0,0,1	273	149	1	1.0	NA,1.0,0.804	NA,1.0,0.949	-0.072
4293	"ENSG00000169247.14"	"SH3TC2"	chr5	-	149026859	149028718	149026859	149028554	149028676	149028718	4293	0,15,0	0,5,3	0,1,5	2,5,11	271	149	1	1.0	NA,0.623,0.0	0.0,0.099,0.2	0.212
4294	"ENSG00000111144.10"	"LTA4H"	chr12	-	96009093	96013258	96009093	96009148	96013187	96013258	4294	14,32,7	977,1633,528	19,19,13	2401,1875,829	298	149	1	1.0	0.007,0.01,0.007	0.004,0.005,0.008	0.002
4295	"ENSG00000112855.17"	"HARS2"	chr5	+	140691452	140691756	140691452	140691515	140691606	140691756	4295	150,95,39	7,2,1	96,124,161	2,0,7	240	149	0.432663498732	0.9631568756009069	0.93,0.967,0.96	0.968,1.0,0.935	-0.015
4296	"ENSG00000112855.17"	"HARS2"	chr5	+	140693490	140693665	140693490	140693508	140693590	140693665	4296	17,13,8	0,2,9	14,34,20	5,4,1	231	149	0.643927906001	1.0	1.0,0.807,0.364	0.644,0.846,0.928	-0.082
4297	"ENSG00000135968.22"	"GCC2"	chr2	+	108449632	108451112	108449632	108449689	108451027	108451112	4297	0,4,0	54,21,4	0,0,0	26,39,41	298	149	0.725744820845	1.0	0.0,0.087,0.0	0.0,0.0,0.0	0.029
4298	"ENSG00000135968.22"	"GCC2"	chr2	+	108468979	108472116	108468979	108469084	108469650	108472116	4298	2,0,2	57,52,1	4,0,1	65,62,48	298	149	0.777341984678	1.0	0.017,0.0,0.5	0.03,0.0,0.01	0.159
4299	"ENSG00000135968.22"	"GCC2"	chr2	+	108495290	108497109	108495290	108495485	108496969	108497109	4299	7,14,2	68,79,5	4,6,7	97,131,70	298	149	0.0072900616064	0.046330843310874024	0.049,0.081,0.167	0.02,0.022,0.048	0.069
4300	"ENSG00000151914.22"	"DST"	chr6	-	56466077	56470282	56466077	56466195	56470127	56470282	4300	9,24,10	0,2,0	7,9,15	0,0,0	298	149	1	1.0	1.0,0.857,1.0	1.0,1.0,1.0	-0.048
4302	"ENSG00000063660.9"	"GPC1"	chr2	+	240463346	240464746	240463346	240463512	240464615	240464746	4302	31,5,39	2011,317,1555	19,108,8	461,1795,355	298	149	1.6278510695e-07	5.16619815001e-06	0.008,0.008,0.012	0.02,0.029,0.011	-0.011
4305	"ENSG00000163378.14"	"EOGT"	chr3	-	68988505	68989017	68988505	68988577	68988924	68989017	4305	6,9,3	55,151,8	4,0,2	15,67,46	298	149	0.0743431058886	0.27410273164067994	0.052,0.029,0.158	0.118,0.0,0.021	0.033
4306	"ENSG00000160688.19"	"FLAD1"	chr1	+	154990158	154990528	154990158	154990257	154990338	154990528	4306	59,66,86	212,145,242	56,101,42	70,115,96	230	149	0.000191883558905	0.002405164460827817	0.153,0.228,0.187	0.341,0.363,0.221	-0.119
4307	"ENSG00000160688.19"	"FLAD1"	chr1	+	154992712	154993111	154992712	154992786	154992901	154993111	4307	12,21,29	505,443,744	20,11,8	237,342,189	264	149	0.203106608403	0.5754162821332087	0.013,0.026,0.022	0.045,0.018,0.023	-0.008
4308	"ENSG00000172780.17"	"RAB43"	chr3	-	129121285	129121804	129121285	129121492	129121743	129121804	4308	24,29,30	0,0,0	12,47,57	0,0,4	298	149	0.611507608155	1.0	1.0,1.0,1.0	1.0,1.0,0.877	0.041
4310	"ENSG00000198208.12"	"RPS6KL1"	chr14	-	74903953	74907530	74903953	74907124	74907434	74907530	4310	0,15,0	0,18,0	0,5,0	0,0,1	298	149	1	1.0	NA,0.294,NA	NA,1.0,0.0	-0.206
4311	"ENSG00000198208.12"	"RPS6KL1"	chr14	-	74909100	74910148	74909100	74909190	74909542	74910148	4311	0,12,0	0,5,0	0,3,0	0,0,0	298	149	1	1.0	NA,0.545,NA	NA,1.0,NA	-0.455
4312	"ENSG00000198208.12"	"RPS6KL1"	chr14	-	74911247	74911841	74911247	74911380	74911793	74911841	4312	0,14,2	0,8,0	0,4,0	0,4,1	298	149	1	1.0	NA,0.467,1.0	NA,0.333,0.0	0.567
4313	"ENSG00000108821.14"	"COL1A1"	chr17	-	50186639	50187122	50186639	50186922	50187014	50187122	4313	0,2,9	8,165,30	2,71,0	10,910,5	241	149	0.226949568435	0.6238767730560033	0.0,0.007,0.156	0.11,0.046,0.0	0.002
4314	"ENSG00000108821.14"	"COL1A1"	chr17	-	50199417	50199590	50199417	50199453	50199555	50199590	4314	0,0,0	15,128,13	0,0,2	2,665,4	251	149	1	1.0	0.0,0.0,0.0	0.0,0.0,0.229	-0.076
4315	"ENSG00000112739.17"	"PRPF4B"	chr6	+	4056320	4057187	4056320	4056435	4057035	4057187	4315	6,15,0	158,282,85	4,14,4	79,174,171	298	149	0.427475971607	0.9559727093565286	0.019,0.026,0.0	0.025,0.039,0.012	-0.01
4316	"ENSG00000112739.17"	"PRPF4B"	chr6	+	4060412	4061147	4060412	4060644	4061014	4061147	4316	306,450,151	0,2,2	133,233,227	0,2,0	298	149	1	1.0	1.0,0.991,0.974	1.0,0.983,1.0	-0.006
4317	"ENSG00000112739.17"	"PRPF4B"	chr6	+	4060412	4061147	4060412	4060686	4061014	4061147	4317	242,346,103	8,13,21	98,161,190	7,16,20	298	149	0.238484345755	0.6474828282751428	0.938,0.93,0.71	0.875,0.834,0.826	0.014
4318	"ENSG00000112739.17"	"PRPF4B"	chr6	+	4060412	4062299	4060412	4060686	4061654	4062299	4318	162,222,63	1,2,0	48,86,111	0,0,3	298	149	1	1.0	0.988,0.982,1.0	1.0,1.0,0.949	0.007
4319	"ENSG00000112739.17"	"PRPF4B"	chr6	+	4060412	4062299	4060412	4061147	4062212	4062299	4319	268,372,161	0,5,2	126,245,169	0,0,2	298	149	0.618655092709	1.0	1.0,0.974,0.976	1.0,1.0,0.977	-0.009
4320	"ENSG00000112739.17"	"PRPF4B"	chr6	+	4061654	4062299	4061654	4061700	4062212	4062299	4320	117,171,62	31,26,55	44,116,82	33,58,47	298	149	0.113890565618	0.37544366268394325	0.654,0.767,0.36	0.4,0.5,0.466	0.138
4321	"ENSG00000183837.10"	"PNMA3"	chrX	+	153056949	153060462	153056949	153058771	153059283	153060462	4321	0,2,0	0,0,0	0,14,0	0,2,0	298	149	1	1.0	NA,1.0,NA	NA,0.778,NA	0.222
4322	"ENSG00000162129.15"	"CLPB"	chr11	-	72294021	72295648	72294021	72294126	72294619	72295648	4322	2,0,4	0,0,4	0,1,1	0,0,0	298	149	1	1.0	1.0,NA,0.333	NA,1.0,1.0	-0.334
4323	"ENSG00000162129.15"	"CLPB"	chr11	-	72294619	72295648	72294619	72294693	72295491	72295648	4323	1,0,2	135,113,346	0,0,4	20,36,29	298	149	0.526443332865	1.0	0.004,0.0,0.003	0.0,0.0,0.065	-0.019
4324	"ENSG00000162129.15"	"CLPB"	chr11	-	72301802	72302348	72301802	72301964	72302303	72302348	4324	2,4,8	116,77,204	0,0,3	19,25,14	298	149	0.426105609647	0.9537829053145058	0.009,0.025,0.019	0.0,0.0,0.097	-0.015
4325	"ENSG00000116774.12"	"OLFML3"	chr1	+	113980331	113982254	113980331	113980617	113980948	113982254	4325	10,61,0	335,2164,5	6,5,0	149,280,2	298	149	0.389834408759	0.8986764141639808	0.015,0.014,0.0	0.02,0.009,0.0	0.0
4326	"ENSG00000155366.17"	"RHOC"	chr1	-	112702562	112703119	112702562	112702693	112702998	112703119	4326	45,15,63	4563,1078,5596	27,96,28	2463,2871,4029	298	149	0.34390829234	0.8286196174134057	0.005,0.007,0.006	0.005,0.016,0.003	-0.002
4328	"ENSG00000198373.13"	"WWP2"	chr16	+	69931508	69931890	69931508	69931580	69931801	69931890	4328	5,15,5	101,122,45	5,11,1	39,82,66	298	149	0.867142853266	1.0	0.024,0.058,0.053	0.06,0.063,0.008	0.001
4330	"ENSG00000158864.13"	"NDUFS2"	chr1	+	161202366	161203543	161202366	161202480	161203436	161203543	4330	1,0,0	696,395,495	0,4,1	205,286,255	298	149	1	1.0	0.001,0.0,0.0	0.0,0.007,0.002	-0.003
4331	"ENSG00000158864.13"	"NDUFS2"	chr1	+	161209482	161209931	161209482	161209595	161209842	161209931	4331	14,26,11	0,0,2	21,56,17	0,2,0	298	149	0.206390908324	0.5817725953586658	1.0,1.0,0.733	1.0,0.933,1.0	-0.067
4332	"ENSG00000158864.13"	"NDUFS2"	chr1	+	161209482	161209931	161209482	161209595	161209856	161209931	4332	16,26,11	1105,918,942	23,60,17	467,605,412	298	149	1.11610720666e-11	7.775546873064666e-10	0.007,0.014,0.006	0.024,0.047,0.02	-0.021
4334	"ENSG00000158864.13"	"NDUFS2"	chr1	+	161209482	161210188	161209482	161209931	161210110	161210188	4334	8,20,13	1274,1025,1190	24,67,24	519,607,493	298	149	1.11022302463e-16	1.4002209353738705e-14	0.003,0.01,0.005	0.023,0.052,0.024	-0.027
4335	"ENSG00000158864.13"	"NDUFS2"	chr1	+	161209482	161210389	161209482	161210188	161210303	161210389	4335	24,45,20	1316,1034,1294	22,86,34	570,681,558	264	149	1.15762954778e-12	9.008574619160319e-11	0.01,0.024,0.009	0.021,0.067,0.033	-0.026
4336	"ENSG00000158864.13"	"NDUFS2"	chr1	+	161209482	161210710	161209482	161210188	161210590	161210710	4336	36,41,30	0,1,1	25,88,40	0,0,0	298	149	1	1.0	1.0,0.953,0.938	1.0,1.0,1.0	-0.036
4337	"ENSG00000158864.13"	"NDUFS2"	chr1	+	161209482	161210710	161209482	161210389	161210590	161210710	4337	25,31,17	1166,1009,1299	14,52,19	535,708,547	298	149	2.29251205806e-05	0.0003899936210397419	0.011,0.015,0.007	0.013,0.035,0.017	-0.011
4339	"ENSG00000158864.13"	"NDUFS2"	chr1	+	161209482	161212480	161209482	161210710	161212350	161212480	4339	11,31,12	1428,1132,1483	9,22,8	595,764,669	298	149	1	1.0	0.004,0.014,0.004	0.008,0.014,0.006	-0.002
4340	"ENSG00000158864.13"	"NDUFS2"	chr1	+	161212591	161213182	161212591	161212654	161213086	161213182	4340	5,21,12	0,0,0	16,19,3	1,0,0	298	149	1	1.0	1.0,1.0,1.0	0.889,1.0,1.0	0.037
4343	"ENSG00000158864.13"	"NDUFS2"	chr1	+	161212350	161213475	161212350	161212480	161213379	161213475	4343	3,3,4	1048,866,1201	2,6,4	507,685,465	298	149	1	1.0	0.001,0.002,0.002	0.002,0.004,0.004	-0.002
4344	"ENSG00000158864.13"	"NDUFS2"	chr1	+	161213863	161214299	161213863	161213921	161214155	161214299	4344	48,100,97	1117,944,1314	86,139,49	494,679,430	298	149	2.36533015396e-11	1.58737523635022e-09	0.021,0.05,0.036	0.08,0.093,0.054	-0.04
4346	"ENSG00000114859.16"	"CLCN2"	chr3	-	184354903	184355529	184354903	184354973	184355373	184355529	4346	13,11,9	22,51,29	4,19,4	17,99,33	298	149	0.0544731090092	0.21738722989759848	0.228,0.097,0.134	0.105,0.088,0.057	0.07
4347	"ENSG00000114859.16"	"CLCN2"	chr3	-	184355693	184357094	184355693	184355778	184356992	184357094	4347	4,11,4	30,31,47	4,10,4	23,78,18	298	149	0.769767096077	1.0	0.062,0.151,0.041	0.08,0.06,0.1	0.005
4348	"ENSG00000114859.16"	"CLCN2"	chr3	-	184355693	184357094	184355693	184355844	184356992	184357094	4348	5,14,3	2,0,0	4,6,3	2,5,5	298	149	2.46002799619e-05	0.00041273176128738193	0.556,1.0,1.0	0.5,0.375,0.231	0.483
4351	"ENSG00000130816.17"	"DNMT1"	chr19	-	10139675	10140328	10139675	10139817	10140045	10140328	4351	30,60,71	401,731,595	8,9,19	34,183,101	298	149	0.496096732372	1.0	0.036,0.039,0.056	0.105,0.024,0.086	-0.028
4352	"ENSG00000130816.17"	"DNMT1"	chr19	-	10139675	10140328	10139675	10139849	10140045	10140328	4352	33,67,71	0,3,0	8,16,19	1,0,0	298	149	0.859040256648	1.0	1.0,0.918,1.0	0.8,1.0,1.0	0.039
4353	"ENSG00000130816.17"	"DNMT1"	chr19	-	10141104	10142220	10141104	10141189	10142027	10142220	4353	51,116,57	387,557,381	8,32,11	29,128,86	298	149	0.362253293673	0.8606309981221161	0.062,0.094,0.07	0.121,0.111,0.06	-0.022
4354	"ENSG00000130816.17"	"DNMT1"	chr19	-	10141104	10142220	10141104	10141189	10142079	10142220	4354	152,248,161	2,22,16	24,73,28	2,9,0	298	149	0.848648860203	1.0	0.974,0.849,0.834	0.857,0.802,1.0	-0.001
4355	"ENSG00000130816.17"	"DNMT1"	chr19	-	10160017	10160418	10160017	10160063	10160383	10160418	4355	0,4,3	411,615,170	0,0,0	23,143,73	298	149	1	1.0	0.0,0.003,0.009	0.0,0.0,0.0	0.004
4356	"ENSG00000164609.10"	"SLU7"	chr5	-	160418595	160419081	160418595	160418685	160419022	160419081	4356	10,4,7	0,4,1	0,8,13	2,4,0	298	149	0.421137403453	0.9472688144571204	1.0,0.333,0.778	0.0,0.5,1.0	0.204
4357	"ENSG00000253716.8"	"MINCR"	chr8	-	143280160	143280997	143280160	143280515	143280710	143280997	4357	31,57,46	2,0,0	98,52,72	0,0,0	298	149	1	1.0	0.886,1.0,1.0	1.0,1.0,1.0	-0.038
4358	"ENSG00000099994.11"	"SUSD2"	chr22	+	24183494	24184303	24183494	24183646	24184135	24184303	4358	4,0,4	290,10,295	0,0,0	44,2,964	298	149	1	1.0	0.007,0.0,0.007	0.0,0.0,0.0	0.005
4362	"ENSG00000161999.13"	"JMJD8"	chr16	-	683321	683598	683321	683441	683529	683598	4362	335,109,207	514,169,351	95,71,234	130,56,170	237	149	0.000837535077839	0.008213236728308284	0.291,0.289,0.27	0.315,0.444,0.464	-0.124
4363	"ENSG00000161999.13"	"JMJD8"	chr16	-	683684	683909	683684	683781	683860	683909	4363	130,63,115	478,147,235	49,17,119	104,81,210	228	149	0.525432326183	1.0	0.151,0.219,0.242	0.235,0.121,0.27	-0.005
4364	"ENSG00000161999.13"	"JMJD8"	chr16	-	683684	684155	683684	683781	683909	684155	4364	103,55,93	32,12,10	46,12,96	5,2,7	277	149	0.0104016533488	0.06101691599556696	0.634,0.711,0.833	0.832,0.763,0.881	-0.099
4365	"ENSG00000161999.13"	"JMJD8"	chr16	-	683860	684155	683860	683909	684065	684155	4365	69,24,43	240,84,149	22,12,37	68,49,135	298	149	0.844413797594	1.0	0.126,0.125,0.126	0.139,0.109,0.121	0.003
4366	"ENSG00000079337.16"	"RAPGEF3"	chr12	-	47748453	47748931	47748453	47748542	47748818	47748931	4366	0,12,1	13,9,21	0,12,2	9,78,13	298	149	0.550403915477	1.0	0.0,0.4,0.023	0.0,0.071,0.071	0.094
4367	"ENSG00000079337.16"	"RAPGEF3"	chr12	-	47748453	47749536	47748453	47748931	47749389	47749536	4367	0,6,4	13,15,16	3,36,4	3,54,31	298	149	0.0896183148757	0.3157793705759853	0.0,0.167,0.111	0.333,0.25,0.061	-0.122
4369	"ENSG00000125459.18"	"MSTO1"	chr1	+	155611215	155611603	155611215	155611291	155611426	155611603	4369	39,55,35	0,0,0	26,108,42	0,2,0	284	149	1	1.0	1.0,1.0,1.0	1.0,0.966,1.0	0.011
4370	"ENSG00000125459.18"	"MSTO1"	chr1	+	155611215	155611603	155611215	155611291	155611548	155611603	4370	36,38,26	1,0,2	17,79,38	1,1,4	298	149	0.173537794856	0.5124864632101896	0.947,1.0,0.867	0.895,0.975,0.826	0.039
4371	"ENSG00000125459.18"	"MSTO1"	chr1	+	155611215	155611603	155611215	155611355	155611548	155611603	4371	22,52,25	14,20,6	15,77,22	20,49,25	298	149	0.0117668928508	0.06724595406531406	0.44,0.565,0.676	0.273,0.44,0.306	0.221
4374	"ENSG00000133316.16"	"WDR74"	chr11	-	62833617	62833937	62833617	62833674	62833791	62833937	4374	24,28,55	820,463,1116	10,31,23	532,489,429	266	149	0.887691270768	1.0	0.016,0.033,0.027	0.01,0.034,0.029	0.001
4375	"ENSG00000102575.14"	"ACP5"	chr19	-	11576242	11577317	11576242	11576588	11576715	11577317	4375	0,0,0	0,17,14	0,6,5	57,38,94	276	149	1	1.0	NA,0.0,0.0	0.0,0.079,0.028	-0.036
4379	"ENSG00000102575.14"	"ACP5"	chr19	-	11576715	11577317	11576715	11576843	11577056	11577317	4379	4,1,2	2,11,6	1,2,2	41,40,79	298	149	0.00406658823216	0.029163816586519998	0.5,0.043,0.143	0.012,0.024,0.012	0.213
4383	"ENSG00000171793.17"	"CTPS1"	chr1	+	40995916	40997526	40995916	40996068	40997393	40997526	4383	25,18,7	1009,584,496	1,2,2	119,187,132	298	149	0.574095908437	1.0	0.012,0.015,0.007	0.004,0.005,0.008	0.006
4385	"ENSG00000171793.17"	"CTPS1"	chr1	+	41008658	41008890	41008658	41008714	41008793	41008890	4385	120,115,98	1415,818,874	30,70,49	113,262,128	228	149	1.97675209535e-12	1.4907156265448714e-10	0.053,0.084,0.068	0.148,0.149,0.2	-0.097
4386	"ENSG00000171793.17"	"CTPS1"	chr1	+	41009444	41012550	41009444	41009589	41011657	41012550	4386	12,28,21	2,4,2	4,8,0	0,0,4	298	149	0.565786666774	1.0	0.75,0.778,0.84	1.0,1.0,0.0	0.123
4387	"ENSG00000137207.12"	"YIPF3"	chr6	-	43513068	43513451	43513068	43513098	43513358	43513451	4387	313,402,560	14,11,15	258,861,752	6,10,11	298	149	0.00301169402429	0.023238968130465557	0.918,0.948,0.949	0.956,0.977,0.972	-0.03
4388	"ENSG00000137207.12"	"YIPF3"	chr6	-	43513068	43513451	43513068	43513200	43513358	43513451	4388	14,31,40	309,392,495	18,47,40	266,708,694	298	149	0.570739832081	1.0	0.022,0.038,0.039	0.033,0.032,0.028	0.002
4389	"ENSG00000064545.15"	"TMEM161A"	chr19	-	19121307	19121668	19121307	19121421	19121524	19121668	4389	17,64,49	121,151,183	11,43,17	53,113,66	252	149	0.744583504686	1.0	0.077,0.2,0.137	0.109,0.184,0.132	-0.004
4390	"ENSG00000064545.15"	"TMEM161A"	chr19	-	19132351	19132754	19132351	19132433	19132656	19132754	4390	109,137,129	13,12,26	46,100,50	6,5,1	298	149	0.0106903060962	0.062459735697845846	0.807,0.851,0.713	0.793,0.909,0.962	-0.098
4391	"ENSG00000064545.15"	"TMEM161A"	chr19	-	19132351	19132754	19132351	19132508	19132656	19132754	4391	9,10,6	220,240,297	1,6,4	94,235,157	297	149	0.210328501115	0.5901622499640296	0.02,0.02,0.01	0.005,0.013,0.013	0.006
4392	"ENSG00000164896.21"	"FASTK"	chr7	-	151076625	151077027	151076625	151076832	151076912	151077027	4392	87,67,180	496,238,1148	75,77,44	298,251,405	229	149	0.468617693742	1.0	0.102,0.155,0.093	0.141,0.166,0.066	-0.008
4393	"ENSG00000164896.21"	"FASTK"	chr7	-	151076912	151077236	151076912	151077027	151077100	151077236	4393	142,116,326	376,183,745	89,118,90	192,211,274	222	149	0.710081751656	1.0	0.202,0.298,0.227	0.237,0.273,0.181	0.012
4394	"ENSG00000164896.21"	"FASTK"	chr7	-	151077100	151077401	151077100	151077236	151077309	151077401	4394	234,168,678	608,290,1130	187,212,229	364,274,443	222	149	0.265706314831	0.6966457680963315	0.205,0.28,0.287	0.256,0.342,0.258	-0.028
4395	"ENSG00000164896.21"	"FASTK"	chr7	-	151076912	151077780	151076912	151077027	151077620	151077780	4395	133,89,288	0,0,0	71,117,69	0,0,2	298	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.945	0.018
4396	"ENSG00000164896.21"	"FASTK"	chr7	-	151076912	151077780	151076912	151077236	151077620	151077780	4396	267,190,741	0,2,5	182,266,240	0,0,0	298	149	1	1.0	1.0,0.979,0.987	1.0,1.0,1.0	-0.011
4397	"ENSG00000164896.21"	"FASTK"	chr7	-	151077309	151077780	151077309	151077401	151077620	151077780	4397	125,95,288	672,266,1103	93,175,107	304,241,450	298	149	0.0137077109272	0.0760211565067991	0.085,0.152,0.115	0.133,0.266,0.106	-0.051
4398	"ENSG00000164896.21"	"FASTK"	chr7	-	151076912	151078092	151076912	151077780	151077878	151078092	4398	100,110,278	705,334,987	107,179,100	304,269,424	247	149	0.00340845661993	0.025783723034941003	0.079,0.166,0.145	0.175,0.286,0.125	-0.065
4399	"ENSG00000116337.20"	"AMPD2"	chr1	+	109626725	109627316	109626725	109626912	109627174	109627316	4399	75,42,74	172,54,144	46,83,72	38,88,167	298	149	0.101870344141	0.34611312930395494	0.179,0.28,0.204	0.377,0.32,0.177	-0.07
4401	"ENSG00000116337.20"	"AMPD2"	chr1	+	109626725	109627518	109626725	109627316	109627428	109627518	4401	27,12,25	161,55,187	13,39,19	16,116,180	261	149	0.0729694854885	0.27053815831139255	0.087,0.111,0.071	0.317,0.161,0.057	-0.089
4402	"ENSG00000116337.20"	"AMPD2"	chr1	+	109627174	109627518	109627174	109627330	109627428	109627518	4402	20,9,23	1,0,0	10,34,15	0,0,0	247	149	1	1.0	0.923,1.0,1.0	1.0,1.0,1.0	-0.026
4403	"ENSG00000116337.20"	"AMPD2"	chr1	+	109628082	109628495	109628082	109628214	109628363	109628495	4403	119,56,207	0,0,0	44,113,153	0,2,0	298	149	1	1.0	1.0,1.0,1.0	1.0,0.966,1.0	0.011
4404	"ENSG00000116337.20"	"AMPD2"	chr1	+	109628082	109628495	109628082	109628277	109628363	109628495	4404	38,26,64	213,97,317	21,40,40	52,141,236	235	149	0.345074924003	0.8300464048262114	0.102,0.145,0.113	0.204,0.152,0.097	-0.031
4405	"ENSG00000116337.20"	"AMPD2"	chr1	+	109628082	109628495	109628082	109628277	109628368	109628495	4405	73,37,106	1,7,6	29,59,67	2,0,5	240	149	0.238877508284	0.64790099113736	0.978,0.766,0.916	0.9,1.0,0.893	-0.044
4406	"ENSG00000116337.20"	"AMPD2"	chr1	+	109628363	109628806	109628363	109628495	109628626	109628806	4406	33,23,72	1,0,0	24,95,41	0,0,2	280	149	1	1.0	0.946,1.0,1.0	1.0,1.0,0.916	0.01
4407	"ENSG00000116337.20"	"AMPD2"	chr1	+	109628082	109628806	109628082	109628495	109628642	109628806	4407	34,23,73	186,111,291	24,98,41	60,189,268	296	149	0.0415852798175	0.17696121109075771	0.084,0.094,0.112	0.168,0.207,0.072	-0.052
