ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
64688	"ENSG00000183160.9"	"TMEM119"	chr12	-	108594336	108594545	108592299	108592397	108597969	108598148	64688	0,7,0	0,5,0	0,3,0	0,0,0	298	149	1	1.0	NA,0.412,NA	NA,1.0,NA	-0.588
64689	"ENSG00000236204.7"	"LINC01376"	chr2	-	18995318	18995364	18986450	18987868	19022333	19022487	64689	4,2,0	0,6,0	6,8,6	0,2,2	195	149	1	1.0	1.0,0.203,NA	1.0,0.753,0.696	-0.215
64690	"ENSG00000236204.7"	"LINC01376"	chr2	-	19026640	19026705	19022333	19022487	19084926	19085025	64690	9,5,0	1,0,0	9,5,0	0,1,0	214	149	1	1.0	0.862,1.0,NA	1.0,0.777,NA	0.042
64692	"ENSG00000236204.7"	"LINC01376"	chr2	-	19084926	19085025	19026640	19026705	19125251	19125387	64692	9,2,0	0,0,0	9,10,0	2,0,0	248	149	1	1.0	1.0,1.0,NA	0.73,1.0,NA	0.135
64694	"ENSG00000158042.9"	"MRPL17"	chr11	-	6682746	6682815	6680384	6682402	6683122	6683340	64694	2499,1384,2901	20,2,20	1220,611,754	6,0,4	218	149	1	1.0	0.988,0.998,0.99	0.993,1.0,0.992	-0.003
64695	"ENSG00000138768.15"	"USO1"	chr4	+	75760593	75760605	75757496	75757573	75770438	75770539	64695	0,0,0	140,213,13	0,0,1	148,137,152	161	149	1	1.0	0.0,0.0,0.0	0.0,0.0,0.006	-0.002
64696	"ENSG00000138768.15"	"USO1"	chr4	+	75790642	75790797	75790149	75790238	75799621	75799732	64696	204,438,32	0,2,0	323,431,315	0,0,0	298	149	1	1.0	1.0,0.991,1.0	1.0,1.0,1.0	-0.003
64697	"ENSG00000138768.15"	"USO1"	chr4	+	75793689	75793901	75790642	75790797	75799621	75799732	64697	318,563,60	0,0,0	400,419,321	1,0,0	298	149	1	1.0	1.0,1.0,1.0	0.995,1.0,1.0	0.002
64698	"ENSG00000138768.15"	"USO1"	chr4	+	75795335	75795356	75793689	75793901	75799621	75799732	64698	2,2,0	217,374,49	5,2,16	273,276,224	170	149	0.00407503961632	0.059811266989833516	0.008,0.005,0.0	0.016,0.006,0.059	-0.023
64699	"ENSG00000138768.15"	"USO1"	chr4	+	75805139	75805303	75804133	75804272	75806485	75806572	64699	706,1287,300	0,0,2	1033,1194,799	0,0,0	298	149	1	1.0	1.0,1.0,0.987	1.0,1.0,1.0	-0.004
64700	"ENSG00000138768.15"	"USO1"	chr4	+	75812159	75812375	75810431	75810539	75813205	75814286	64700	592,1269,358	5,5,0	1106,1147,620	7,6,5	298	149	0.790730638931	1.0	0.983,0.992,1.0	0.988,0.99,0.984	0.004
64701	"ENSG00000259112.2"	"NDUFC2-KCTD14"	chr11	-	78038663	78038758	78017174	78017270	78072997	78073141	64701	0,3,0	3,0,4	0,0,0	0,2,2	244	149	1	1.0	0.0,1.0,0.0	NA,0.0,0.0	0.333
64703	"ENSG00000259112.2"	"NDUFC2-KCTD14"	chr11	-	78072997	78073141	78017045	78017270	78079578	78079773	64703	1488,1551,2151	0,0,0	835,891,889	0,4,0	293	149	1	1.0	1.0,1.0,1.0	1.0,0.991,1.0	0.003
64706	"ENSG00000170909.14"	"OSCAR"	chr19	-	54099747	54099780	54096861	54097164	54100755	54100792	64706	0,0,9	0,0,0	2,0,7	0,0,2	182	149	1	1.0	NA,NA,1.0	1.0,NA,0.741	0.129
64707	"ENSG00000118965.16"	"WDR35"	chr2	-	19914036	19914277	19910262	19913708	19930395	19930552	64707	179,167,55	9,1,0	90,163,66	1,0,0	298	149	0.0106581223083	0.12568243041814928	0.909,0.988,1.0	0.978,1.0,1.0	-0.027
64708	"ENSG00000118965.16"	"WDR35"	chr2	-	19932282	19932447	19931268	19931409	19933400	19933511	64708	228,178,39	4,0,0	84,164,78	0,0,0	298	149	0.90525516114	1.0	0.966,1.0,1.0	1.0,1.0,1.0	-0.011
64709	"ENSG00000118965.16"	"WDR35"	chr2	-	19932382	19932447	19931268	19931409	19933400	19933511	64709	36,26,14	4,0,0	18,25,18	0,0,0	214	149	0.515557405783	1.0	0.862,1.0,1.0	1.0,1.0,1.0	-0.046
64710	"ENSG00000118965.16"	"WDR35"	chr2	-	19933400	19933511	19931268	19931409	19935470	19935603	64710	72,48,13	2,0,2	29,66,28	0,0,0	260	149	0.667474626348	1.0	0.954,1.0,0.788	1.0,1.0,1.0	-0.086
64711	"ENSG00000118965.16"	"WDR35"	chr2	-	19960553	19960614	19953833	19953978	19966723	19966909	64711	132,87,7	10,2,2	33,43,27	5,15,0	210	149	0.0496127801334	0.4075019883840365	0.904,0.969,0.713	0.824,0.67,1.0	0.031
64713	"ENSG00000118965.16"	"WDR35"	chr2	-	19982462	19982534	19980690	19980783	19989164	19989282	64713	120,99,11	2,0,0	16,47,30	2,0,0	221	149	1	1.0	0.976,1.0,1.0	0.844,1.0,1.0	0.044
64714	"ENSG00000203722.8"	"RAET1G"	chr6	-	149918173	149918284	149916912	149917074	149919042	149919324	64714	14,1,59	2,0,0	28,0,12	0,0,0	260	149	1	1.0	0.8,1.0,1.0	1.0,NA,1.0	-0.067
64715	"ENSG00000203722.8"	"RAET1G"	chr6	-	149918173	149918384	149916877	149917074	149919042	149919324	64715	14,0,48	2,0,0	38,0,20	0,0,0	298	149	1	1.0	0.778,NA,1.0	1.0,NA,1.0	-0.111
64717	"ENSG00000183111.12"	"ARHGEF37"	chr5	+	149597758	149597955	149551946	149552123	149601107	149601231	64717	0,2,2	0,2,0	0,3,8	0,0,0	298	149	1	1.0	NA,0.333,1.0	NA,1.0,1.0	-0.334
64719	"ENSG00000102858.13"	"MGRN1"	chr16	+	4657245	4657363	4652677	4652824	4664708	4664775	64719	567,567,284	0,2,0	188,376,473	0,2,1	267	149	1	1.0	1.0,0.994,1.0	1.0,0.991,0.996	0.002
64720	"ENSG00000102858.13"	"MGRN1"	chr16	+	4668264	4668312	4665098	4665151	4671390	4671459	64720	556,441,282	0,0,0	146,334,445	0,0,1	197	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.997	0.001
64721	"ENSG00000102858.13"	"MGRN1"	chr16	+	4671390	4671459	4665098	4665151	4681549	4681580	64721	0,0,1	0,0,2	0,0,1	0,0,0	218	149	1	1.0	NA,NA,0.255	NA,NA,1.0	-0.745
64722	"ENSG00000102858.13"	"MGRN1"	chr16	+	4671390	4671459	4668264	4668312	4673497	4673522	64722	613,526,331	3,2,1	169,409,530	0,2,7	218	149	1	1.0	0.993,0.994,0.996	1.0,0.993,0.981	0.003
64723	"ENSG00000102858.13"	"MGRN1"	chr16	+	4672399	4672516	4671390	4671459	4673497	4673657	64723	0,0,2	379,346,212	0,0,2	104,243,343	266	149	1	1.0	0.0,0.0,0.005	0.0,0.0,0.003	0.001
64724	"ENSG00000102858.13"	"MGRN1"	chr16	+	4673497	4673657	4671390	4671459	4681549	4681776	64724	380,350,217	0,0,2	108,247,351	0,0,0	298	149	1	1.0	1.0,1.0,0.982	1.0,1.0,1.0	-0.006
64725	"ENSG00000102858.13"	"MGRN1"	chr16	+	4677462	4677572	4673497	4673657	4680031	4680067	64725	451,364,321	1,0,0	171,228,440	0,0,3	259	149	1	1.0	0.996,1.0,1.0	1.0,1.0,0.988	0.003
64726	"ENSG00000102858.13"	"MGRN1"	chr16	+	4677462	4677572	4673497	4673657	4681549	4681776	64726	366,438,187	1,4,5	97,289,239	4,4,8	259	149	0.021077319457	0.2136566366305325	0.995,0.984,0.956	0.933,0.977,0.945	0.027
64727	"ENSG00000102858.13"	"MGRN1"	chr16	+	4680031	4680097	4673497	4673657	4681549	4681580	64727	119,80,85	1,4,5	57,39,166	4,4,8	215	149	0.137825665434	0.861753790991232	0.988,0.933,0.922	0.908,0.871,0.935	0.043
64728	"ENSG00000102858.13"	"MGRN1"	chr16	+	4680031	4680097	4677462	4677572	4681549	4681580	64728	323,201,259	120,195,40	153,109,393	22,131,31	215	149	0.376762551298	1.0	0.651,0.417,0.818	0.828,0.366,0.898	-0.069
64729	"ENSG00000102858.13"	"MGRN1"	chr16	+	4681549	4681776	4673497	4673657	4682822	4682907	64729	330,336,261	0,0,0	86,176,220	0,2,0	298	149	1	1.0	1.0,1.0,1.0	1.0,0.978,1.0	0.007
64730	"ENSG00000102858.13"	"MGRN1"	chr16	+	4683223	4683269	4682822	4682946	4683842	4683872	64730	288,281,243	1,0,0	129,204,325	0,0,0	195	149	1	1.0	0.995,1.0,1.0	1.0,1.0,1.0	-0.002
64731	"ENSG00000102858.13"	"MGRN1"	chr16	+	4686258	4686303	4683842	4683932	4688795	4689039	64731	60,107,54	299,245,283	8,89,35	153,212,375	194	149	0.018760716199	0.1947384730160099	0.134,0.251,0.128	0.039,0.244,0.067	0.054
64733	"ENSG00000279968.3"	"CCDC28A-AS1"	chr6	-	138764256	138764378	138750127	138750269	138773514	138773652	64733	0,0,2	1,0,0	0,9,0	0,0,0	271	149	1	1.0	0.0,NA,1.0	NA,1.0,NA	-0.5
64734	"ENSG00000119729.12"	"RHOQ"	chr2	+	46543753	46543812	46542489	46543188	46576086	46576251	64734	429,245,100	24,10,1	357,222,318	51,13,57	208	149	6.74888354646e-07	5.202213426955567e-05	0.928,0.946,0.986	0.834,0.924,0.8	0.101
64735	"ENSG00000119729.12"	"RHOQ"	chr2	+	46560523	46560689	46543753	46543812	46576086	46576251	64735	1,0,0	265,162,64	0,4,0	230,129,203	298	149	1	1.0	0.002,0.0,0.0	0.0,0.015,0.0	-0.004
64737	"ENSG00000143162.9"	"CREG1"	chr1	-	167533262	167533397	167529116	167530255	167546100	167546285	64737	0,0,0	0,1,1	3,2,1	0,0,0	284	149	1	1.0	NA,0.0,0.0	1.0,1.0,1.0	-1.0
64738	"ENSG00000143162.9"	"CREG1"	chr1	-	167546100	167546285	167529116	167530255	167548001	167548121	64738	523,126,121	0,2,2	1141,185,409	4,2,0	298	149	1	1.0	1.0,0.969,0.968	0.993,0.979,1.0	-0.012
64739	"ENSG00000143162.9"	"CREG1"	chr1	-	167546100	167546285	167541012	167542301	167548001	167548121	64739	915,244,205	2,0,2	2133,355,690	2,0,0	298	149	1	1.0	0.996,1.0,0.981	0.998,1.0,1.0	-0.007
64740	"ENSG00000143162.9"	"CREG1"	chr1	-	167548001	167548121	167546100	167546285	167553387	167553762	64740	881,217,222	0,0,0	1876,327,707	2,0,0	269	149	1	1.0	1.0,1.0,1.0	0.998,1.0,1.0	0.001
64747	"ENSG00000143702.16"	"CEP170"	chr1	-	243164283	243166116	243156220	243156455	243169627	243169754	64747	313,286,19	0,0,0	78,176,176	0,0,2	298	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.978	0.007
64749	"ENSG00000143702.16"	"CEP170"	chr1	-	243185778	243186072	243172696	243172846	243186258	243186280	64749	125,135,5	53,29,2	58,98,106	18,9,24	298	149	0.110692332533	0.7361184369307922	0.541,0.699,0.556	0.617,0.845,0.688	-0.118
64750	"ENSG00000146072.6"	"TNFRSF21"	chr6	-	47234669	47234898	47231531	47232994	47253255	47253521	64750	539,1504,310	0,0,0	469,416,541	0,2,0	298	149	1	1.0	1.0,1.0,1.0	1.0,0.99,1.0	0.003
64751	"ENSG00000146072.6"	"TNFRSF21"	chr6	-	47283937	47284432	47253255	47253521	47285943	47286595	64751	589,1465,292	1,0,0	452,377,596	0,0,0	298	149	1	1.0	0.997,1.0,1.0	1.0,1.0,1.0	-0.001
64752	"ENSG00000146072.6"	"TNFRSF21"	chr6	-	47285943	47286595	47253255	47253521	47309415	47309905	64752	200,372,73	4,0,0	135,97,193	2,0,0	298	149	1	1.0	0.962,1.0,1.0	0.971,1.0,1.0	-0.003
64756	"ENSG00000179046.9"	"TRIML2"	chr4	-	188092786	188093022	188091372	188091941	188097060	188097161	64756	9,19,0	349,227,5	0,0,0	41,24,0	298	149	1	1.0	0.013,0.04,0.0	0.0,0.0,NA	0.018
64758	"ENSG00000179046.9"	"TRIML2"	chr4	-	188097060	188097161	188091271	188091941	188099034	188099175	64758	309,193,3	9,1,0	32,22,0	0,0,0	250	149	1	1.0	0.953,0.991,1.0	1.0,1.0,NA	-0.019
64760	"ENSG00000179046.9"	"TRIML2"	chr4	-	188097323	188097346	188097060	188097161	188098204	188098279	64760	37,27,2	2,0,0	6,2,0	0,0,0	172	149	1	1.0	0.941,1.0,1.0	1.0,1.0,NA	-0.02
64761	"ENSG00000179046.9"	"TRIML2"	chr4	-	188097323	188097346	188097060	188097161	188099034	188099175	64761	183,109,2	13,14,0	33,6,0	0,0,0	172	149	1	1.0	0.924,0.871,1.0	1.0,1.0,NA	-0.068
64762	"ENSG00000179046.9"	"TRIML2"	chr4	-	188098204	188098279	188097060	188097161	188099034	188099175	64762	8,2,0	13,14,0	2,0,0	0,0,0	224	149	1	1.0	0.29,0.087,NA	1.0,NA,NA	-0.811
64763	"ENSG00000179046.9"	"TRIML2"	chr4	-	188098204	188098279	188097323	188097346	188099034	188099175	64763	16,7,0	156,87,0	2,0,0	27,4,0	224	149	1	1.0	0.064,0.051,NA	0.047,0.0,NA	0.034
64764	"ENSG00000179046.9"	"TRIML2"	chr4	-	188101055	188101250	188098628	188099175	188104836	188104932	64764	825,501,10	1,3,0	91,57,0	0,0,0	298	149	1	1.0	0.998,0.988,1.0	1.0,1.0,NA	-0.005
64765	"ENSG00000117069.15"	"ST6GALNAC5"	chr1	+	77050257	77050365	77044203	77044613	77062974	77067546	64765	0,6,3	0,0,0	0,67,0	0,1,0	257	149	1	1.0	NA,1.0,1.0	NA,0.975,NA	0.025
64766	"ENSG00000117069.15"	"ST6GALNAC5"	chr1	+	77050261	77050365	77044203	77044613	77062974	77064058	64766	0,4,0	0,0,0	0,30,0	0,1,0	253	149	1	1.0	NA,1.0,NA	NA,0.946,NA	0.054
64770	"ENSG00000109184.15"	"DCUN1D4"	chr4	+	51848204	51848367	51843152	51843267	51860542	51860663	64770	4,0,2	0,1,1	1,2,4	0,4,0	298	149	0.0869864023726	0.6181598920068629	1.0,0.0,0.5	1.0,0.2,1.0	-0.233
64771	"ENSG00000109184.15"	"DCUN1D4"	chr4	+	51848204	51848367	51843152	51843267	51863436	51863507	64771	14,4,0	92,51,31	23,22,6	23,17,38	298	149	1.75572844441e-06	0.00011645469871791563	0.071,0.038,0.0	0.333,0.393,0.073	-0.23
64772	"ENSG00000109184.15"	"DCUN1D4"	chr4	+	51860542	51860663	51843102	51843267	51863436	51863507	64772	0,7,1	92,51,31	1,5,2	23,17,38	270	149	0.247519205139	1.0	0.0,0.07,0.017	0.023,0.14,0.028	-0.035
64773	"ENSG00000109184.15"	"DCUN1D4"	chr4	+	51860542	51860663	51848204	51848367	51863436	51863507	64773	4,6,2	14,4,0	2,1,2	23,20,2	270	149	0.00881291427186	0.10845126963199035	0.136,0.453,1.0	0.046,0.027,0.356	0.387
64774	"ENSG00000109184.15"	"DCUN1D4"	chr4	+	51863436	51863507	51842999	51843267	51874270	51874385	64774	34,23,20	0,0,0	11,12,24	0,2,0	220	149	1	1.0	1.0,1.0,1.0	1.0,0.803,1.0	0.066
64776	"ENSG00000109184.15"	"DCUN1D4"	chr4	+	51887122	51887244	51886567	51886638	51891759	51891851	64776	22,5,13	120,62,39	60,24,38	37,40,41	271	149	7.42220063188e-10	1.3924448602107618e-07	0.092,0.042,0.155	0.471,0.248,0.338	-0.256
64778	"ENSG00000109184.15"	"DCUN1D4"	chr4	+	51891759	51891851	51886567	51887244	51899269	51899378	64778	104,35,35	0,0,1	97,49,68	0,0,0	241	149	1	1.0	1.0,1.0,0.956	1.0,1.0,1.0	-0.015
64779	"ENSG00000109184.15"	"DCUN1D4"	chr4	+	51899269	51899378	51891759	51891851	51911069	51911114	64779	185,92,75	2,0,0	100,62,91	2,0,0	258	149	1	1.0	0.982,1.0,1.0	0.967,1.0,1.0	0.005
64780	"ENSG00000109184.15"	"DCUN1D4"	chr4	+	51899269	51899378	51891759	51891851	51913289	51913392	64780	152,64,48	1,1,0	67,33,51	0,0,0	258	149	1	1.0	0.989,0.974,1.0	1.0,1.0,1.0	-0.012
64781	"ENSG00000109184.15"	"DCUN1D4"	chr4	+	51905188	51905320	51891806	51891851	51911069	51911174	64781	2,0,0	2,0,0	0,0,0	2,0,0	281	149	1	1.0	0.347,NA,NA	0.0,NA,NA	0.347
64782	"ENSG00000109184.15"	"DCUN1D4"	chr4	+	51905188	51905320	51899336	51899378	51908919	51908975	64782	8,0,5	9,0,6	6,0,0	16,8,3	281	149	1	1.0	0.32,NA,0.306	0.166,0.0,0.0	0.258
64783	"ENSG00000109184.15"	"DCUN1D4"	chr4	+	51905188	51905320	51899336	51899378	51911069	51911174	64783	8,0,3	85,57,41	4,0,0	56,29,53	281	149	0.0821294825632	0.5925569783990025	0.048,0.0,0.037	0.036,0.0,0.0	0.016
64784	"ENSG00000109184.15"	"DCUN1D4"	chr4	+	51908919	51908975	51899269	51899378	51911069	51911174	64784	3,2,6	85,57,41	16,7,2	56,29,53	205	149	0.00306651726485	0.048019728110354654	0.025,0.025,0.096	0.172,0.149,0.027	-0.067
64786	"ENSG00000109184.15"	"DCUN1D4"	chr4	+	51911069	51911174	51891806	51891851	51913289	51913392	64786	121,58,46	1,1,0	92,47,58	0,0,0	254	149	1	1.0	0.986,0.971,1.0	1.0,1.0,1.0	-0.014
64787	"ENSG00000109184.15"	"DCUN1D4"	chr4	+	51911069	51911174	51899269	51899378	51913289	51913392	64787	204,115,87	52,29,14	146,76,111	23,0,13	254	149	0.00117741004237	0.02274671803965848	0.697,0.699,0.785	0.788,1.0,0.834	-0.147
64788	"ENSG00000129422.15"	"MTUS1"	chr8	-	17649845	17649962	17646981	17647079	17653185	17653281	64788	653,40,126	4,0,0	763,14,201	10,0,2	266	149	0.186449386127	1.0	0.989,1.0,1.0	0.977,1.0,0.983	0.01
64789	"ENSG00000129422.15"	"MTUS1"	chr8	-	17663979	17664081	17655862	17656065	17675185	17675264	64789	1,0,0	474,28,71	1,0,0	463,6,134	251	149	1	1.0	0.001,0.0,0.0	0.001,0.0,0.0	0.0
64790	"ENSG00000129422.15"	"MTUS1"	chr8	-	17675185	17675252	17655862	17656065	17684327	17684542	64790	672,36,103	3,0,1	654,11,196	12,0,7	216	149	0.00337706489473	0.05174386760899275	0.994,1.0,0.986	0.974,1.0,0.951	0.018
64792	"ENSG00000129422.15"	"MTUS1"	chr8	-	17691304	17691364	17684327	17684542	17713213	17713252	64792	0,0,0	290,27,46	1,0,0	279,4,109	209	149	1	1.0	0.0,0.0,0.0	0.003,0.0,0.0	-0.001
64793	"ENSG00000129422.15"	"MTUS1"	chr8	-	17713213	17713252	17684327	17684542	17715766	17715901	64793	333,33,50	3,0,2	328,6,130	0,0,0	188	149	1	1.0	0.989,1.0,0.952	1.0,1.0,1.0	-0.02
64794	"ENSG00000129422.15"	"MTUS1"	chr8	-	17715766	17715901	17684327	17684542	17743603	17743799	64794	73,2,8	4,0,0	60,0,19	2,0,0	284	149	1	1.0	0.905,1.0,1.0	0.94,NA,1.0	-0.002
64795	"ENSG00000129422.15"	"MTUS1"	chr8	-	17723671	17723833	17715766	17715901	17743603	17743799	64795	207,26,37	77,2,7	262,4,75	64,0,24	298	149	0.955744586983	1.0	0.573,0.867,0.725	0.672,1.0,0.61	-0.039
64797	"ENSG00000129422.15"	"MTUS1"	chr8	-	17743603	17743799	17715766	17715901	17753716	17755011	64797	256,7,24	0,0,0	222,3,57	3,0,0	298	149	1	1.0	1.0,1.0,1.0	0.974,1.0,1.0	0.009
64798	"ENSG00000129422.15"	"MTUS1"	chr8	-	17753716	17755961	17743603	17743799	17801060	17801094	64798	304,7,21	4,0,0	235,3,78	0,0,1	298	149	0.57339756712	1.0	0.974,1.0,1.0	1.0,1.0,0.975	-0.0
64800	"ENSG00000129422.15"	"MTUS1"	chr8	-	17758139	17758204	17755620	17755961	17801060	17801094	64800	2,0,0	125,2,4	0,0,0	77,0,45	214	149	1	1.0	0.011,0.0,0.0	0.0,NA,0.0	0.004
64801	"ENSG00000188811.14"	"NHLRC3"	chr13	+	39042104	39042305	39039563	39039711	39044089	39044181	64801	53,93,76	2,7,0	38,32,108	15,42,39	298	149	9.37216970698e-12	3.026894455195655e-09	0.93,0.869,1.0	0.559,0.276,0.581	0.461
64802	"ENSG00000188811.14"	"NHLRC3"	chr13	+	39044089	39044181	39039563	39039711	39047039	39047152	64802	16,54,8	3,0,0	37,61,85	0,0,0	241	149	0.719171970531	1.0	0.767,1.0,1.0	1.0,1.0,1.0	-0.078
64803	"ENSG00000135926.15"	"TMBIM1"	chr2	-	218277365	218277453	218277003	218277099	218277632	218277670	64803	1239,159,677	0,2,0	613,171,1884	0,0,2	237	149	1	1.0	1.0,0.98,1.0	1.0,1.0,0.998	-0.006
64804	"ENSG00000135926.15"	"TMBIM1"	chr2	-	218277934	218277974	218277632	218277670	218278514	218278565	64804	1647,208,782	2,0,0	831,230,2685	1,0,0	189	149	1	1.0	0.998,1.0,1.0	0.998,1.0,1.0	0.0
64807	"ENSG00000135926.15"	"TMBIM1"	chr2	-	218279037	218279091	218278408	218278565	218279288	218279353	64807	1725,216,759	0,0,0	847,238,2899	0,0,4	203	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.998	0.001
64808	"ENSG00000135926.15"	"TMBIM1"	chr2	-	218279037	218279091	218278408	218278565	218280025	218280126	64808	677,106,289	0,0,0	345,96,1151	0,0,2	203	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.998	0.001
64809	"ENSG00000135926.15"	"TMBIM1"	chr2	-	218279288	218279353	218278478	218278565	218280025	218280081	64809	100,14,56	0,0,0	46,10,153	0,0,2	214	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.982	0.006
64810	"ENSG00000135926.15"	"TMBIM1"	chr2	-	218279288	218279353	218279037	218279091	218280025	218280081	64810	1152,124,526	6,0,0	547,152,1895	1,0,0	214	149	1	1.0	0.993,1.0,1.0	0.997,1.0,1.0	-0.001
64811	"ENSG00000135926.15"	"TMBIM1"	chr2	-	218281939	218282181	218280025	218280126	218292465	218292503	64811	846,94,369	6,0,0	420,84,1299	2,0,4	298	149	1	1.0	0.986,1.0,1.0	0.991,1.0,0.994	0.0
64812	"ENSG00000135926.15"	"TMBIM1"	chr2	-	218284038	218284136	218281939	218282181	218285762	218285938	64812	1,0,0	119,9,39	6,4,0	26,4,74	247	149	0.00203754341577	0.03493720557197203	0.005,0.0,0.0	0.122,0.376,0.0	-0.164
64813	"ENSG00000135926.15"	"TMBIM1"	chr2	-	218284038	218284136	218281939	218282181	218292465	218292534	64813	1,0,0	732,83,305	6,4,0	361,70,1099	247	149	1	1.0	0.001,0.0,0.0	0.01,0.033,0.0	-0.014
64814	"ENSG00000135926.15"	"TMBIM1"	chr2	-	218284038	218284160	218282003	218282181	218285762	218286008	64814	4,0,2	119,9,39	8,4,1	26,4,74	271	149	0.00610616291064	0.0812700448042284	0.018,0.0,0.027	0.145,0.355,0.007	-0.154
64815	"ENSG00000135926.15"	"TMBIM1"	chr2	-	218284038	218284160	218282003	218282181	218292465	218292513	64815	2,0,0	732,83,305	8,4,0	361,70,1099	271	149	0.910902119746	1.0	0.001,0.0,0.0	0.012,0.03,0.0	-0.014
64816	"ENSG00000135926.15"	"TMBIM1"	chr2	-	218284038	218284266	218282117	218282181	218292465	218292534	64816	2,0,0	732,83,305	6,4,0	361,70,1099	298	149	1	1.0	0.001,0.0,0.0	0.008,0.028,0.0	-0.012
64817	"ENSG00000135926.15"	"TMBIM1"	chr2	-	218285762	218285934	218281939	218282181	218292465	218292535	64817	134,10,41	732,83,305	26,4,81	361,70,1099	298	149	5.98321693301e-07	4.711660223285848e-05	0.084,0.057,0.063	0.035,0.028,0.036	0.035
64818	"ENSG00000135926.15"	"TMBIM1"	chr2	-	218285762	218285938	218281939	218282181	218286339	218286849	64818	119,9,39	0,0,0	26,6,75	0,1,0	298	149	1	1.0	1.0,1.0,1.0	1.0,0.75,1.0	0.083
64819	"ENSG00000135926.15"	"TMBIM1"	chr2	-	218285762	218285938	218281939	218282181	218287206	218287291	64819	121,11,41	32,9,25	29,4,80	8,48,65	298	149	0.0574254171041	0.45554085411950734	0.654,0.379,0.451	0.644,0.04,0.381	0.14
64821	"ENSG00000135926.15"	"TMBIM1"	chr2	-	218285762	218285938	218281939	218282181	218292465	218292529	64821	143,9,53	732,83,305	39,4,76	361,70,1099	298	149	2.11063214683e-07	1.934779837303098e-05	0.089,0.051,0.08	0.051,0.028,0.033	0.036
64822	"ENSG00000135926.15"	"TMBIM1"	chr2	-	218285762	218285938	218284038	218284136	218292465	218292529	64822	24,0,14	0,0,1	13,0,2	0,0,0	298	149	1	1.0	1.0,NA,0.875	1.0,NA,1.0	-0.062
64824	"ENSG00000153201.17"	"RANBP2"	chr2	+	108769259	108769337	108767908	108768388	108771700	108771871	64824	12,13,4	435,567,141	8,15,7	210,542,306	227	149	0.708599000176	1.0	0.018,0.015,0.018	0.024,0.018,0.015	-0.002
64825	"ENSG00000153201.17"	"RANBP2"	chr2	+	108773162	108773992	108772867	108773046	108775731	108775936	64825	0,2,0	406,623,167	0,0,0	304,667,389	298	149	1	1.0	0.0,0.002,0.0	0.0,0.0,0.0	0.001
64826	"ENSG00000153201.17"	"RANBP2"	chr2	+	108775707	108775936	108772867	108773046	108781268	108781429	64826	4,4,1	0,0,0	0,6,6	0,0,2	298	149	1	1.0	1.0,1.0,1.0	NA,1.0,0.6	0.2
64827	"ENSG00000153201.17"	"RANBP2"	chr2	+	108775731	108775936	108772867	108773046	108781268	108781429	64827	403,623,168	0,0,0	304,667,389	0,0,2	298	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.99	0.003
64828	"ENSG00000153201.17"	"RANBP2"	chr2	+	108777129	108777231	108773914	108775936	108781268	108781429	64828	507,604,180	0,0,1	240,596,326	0,0,0	251	149	1	1.0	1.0,1.0,0.991	1.0,1.0,1.0	-0.003
64829	"ENSG00000255248.11"	"MIR100HG"	chr11	-	122032257	122032310	122028324	122028845	122033313	122033462	64829	0,0,2	0,0,12	2,0,0	0,0,6	202	149	1	1.0	NA,NA,0.109	1.0,NA,0.0	-0.391
64840	"ENSG00000255248.11"	"MIR100HG"	chr11	-	122038026	122038243	122033313	122033462	122064179	122064271	64840	0,0,0	1,0,1	0,0,4	0,0,0	298	149	1	1.0	0.0,NA,0.0	NA,NA,1.0	-1.0
64857	"ENSG00000255248.11"	"MIR100HG"	chr11	-	122116132	122116323	122091544	122091740	122155550	122155632	64857	0,0,2	16,0,6	0,0,9	6,0,86	298	149	1	1.0	0.0,NA,0.143	0.0,NA,0.05	0.046
64858	"ENSG00000255248.11"	"MIR100HG"	chr11	-	122116132	122116323	122091612	122091719	122155550	122155632	64858	1,0,2	2,0,6	0,0,7	6,0,108	298	149	1	1.0	0.2,NA,0.143	0.0,NA,0.031	0.156
64859	"ENSG00000255248.11"	"MIR100HG"	chr11	-	122155550	122155632	122089120	122091719	122180335	122180398	64859	10,0,10	0,0,0	13,0,124	0,0,2	231	149	1	1.0	1.0,NA,1.0	1.0,NA,0.976	0.012
64860	"ENSG00000255248.11"	"MIR100HG"	chr11	-	122155550	122155632	122089219	122091740	122180335	122180398	64860	21,0,10	0,0,4	13,0,102	0,0,3	231	149	1	1.0	1.0,NA,0.617	1.0,NA,0.956	-0.169
