ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
4443	"ENSG00000130413.16"	"STK33"	chr11	-	8480482	8480614	8480533	8480614	8477249	8477283	4443	0,2,0	0,0,0	0,0,0	0,2,0	200	149	1	1.0	NA,1.0,NA	NA,0.0,NA	1.0
4444	"ENSG00000137207.12"	"YIPF3"	chr6	-	43513068	43513451	43513358	43513451	43512760	43512874	4444	405,486,679	7,12,23	303,1031,877	0,15,14	298	149	0.00485848770881	0.05250378948793352	0.967,0.953,0.937	1.0,0.972,0.969	-0.028
4445	"ENSG00000137207.12"	"YIPF3"	chr6	-	43515594	43515701	43515605	43515701	43513587	43513633	4445	482,659,741	2,5,7	451,1221,1205	2,12,7	160	149	1	1.0	0.996,0.992,0.99	0.995,0.99,0.994	-0.0
4447	"ENSG00000064545.15"	"TMEM161A"	chr19	-	19121307	19121668	19121524	19121668	19120991	19121166	4447	105,170,195	1,0,6	61,98,57	0,0,0	298	149	0.419900698502	1.0	0.981,1.0,0.942	1.0,1.0,1.0	-0.026
4448	"ENSG00000164896.21"	"FASTK"	chr7	-	151076912	151077236	151077100	151077236	151076625	151076832	4448	600,333,1401	44,6,51	369,360,486	6,2,6	298	149	9.66086944887e-08	7.519376721037151e-06	0.872,0.965,0.932	0.969,0.989,0.976	-0.055
4449	"ENSG00000164896.21"	"FASTK"	chr7	-	151077309	151077780	151077620	151077780	151076625	151076832	4449	75,44,188	0,0,3	34,82,48	0,0,0	298	149	1	1.0	1.0,1.0,0.969	1.0,1.0,1.0	-0.01
4450	"ENSG00000164896.21"	"FASTK"	chr7	-	151077100	151077401	151077309	151077401	151076912	151077027	4450	521,270,1137	4,7,10	297,340,419	0,0,0	298	149	0.0232985325165	0.16757514366653137	0.985,0.951,0.983	1.0,1.0,1.0	-0.027
4451	"ENSG00000164896.21"	"FASTK"	chr7	-	151077309	151077780	151077620	151077780	151076912	151077236	4451	672,329,1267	0,2,5	394,354,485	0,0,0	298	149	1	1.0	1.0,0.988,0.992	1.0,1.0,1.0	-0.007
4452	"ENSG00000164896.21"	"FASTK"	chr7	-	151078841	151079021	151078922	151079021	151078561	151078701	4452	553,253,693	64,31,106	273,277,455	17,39,22	230	149	0.00189230015604	0.025352168893830983	0.848,0.841,0.809	0.912,0.821,0.931	-0.055
4454	"ENSG00000116337.20"	"AMPD2"	chr1	+	109627174	109627330	109627174	109627316	109627428	109627518	4454	8,3,2	161,55,187	3,5,4	16,116,180	163	149	0.733063584048	1.0	0.043,0.047,0.01	0.146,0.038,0.02	-0.035
4455	"ENSG00000116337.20"	"AMPD2"	chr1	+	109628082	109628277	109628082	109628214	109628363	109628495	4455	294,127,460	0,0,0	75,214,355	0,2,0	212	149	1	1.0	1.0,1.0,1.0	1.0,0.987,1.0	0.004
4456	"ENSG00000116337.20"	"AMPD2"	chr1	+	109628082	109628806	109628082	109628495	109629108	109629235	4456	197,122,307	5,0,24	53,195,202	3,13,9	298	149	0.464039314318	1.0	0.952,1.0,0.865	0.898,0.882,0.918	0.04
4458	"ENSG00000116337.20"	"AMPD2"	chr1	+	109629326	109629916	109629326	109629490	109630232	109630406	4458	328,170,516	1,3,14	95,271,383	2,5,8	298	149	0.828352855241	1.0	0.994,0.966,0.949	0.96,0.964,0.96	0.008
4460	"ENSG00000182872.16"	"RBM10"	chrX	+	47179879	47180040	47179879	47180037	47180211	47180309	4460	108,105,121	157,183,104	38,50,58	71,119,82	152	149	0.0797323983547	0.40853481225942684	0.403,0.36,0.533	0.344,0.292,0.409	0.084
4464	"ENSG00000172590.18"	"MRPL52"	chr14	+	22833417	22833489	22833417	22833482	22834171	22834346	4464	60,59,87	2594,1442,2251	40,63,18	1256,1189,577	156	149	0.256721900973	0.9069888605692706	0.022,0.038,0.036	0.03,0.048,0.029	-0.004
4465	"ENSG00000091527.17"	"CDV3"	chr3	+	133574637	133574756	133574637	133574742	133575038	133575115	4465	0,2,0	0,0,2	0,0,0	0,3,0	163	149	1	1.0	NA,1.0,0.0	NA,0.0,NA	0.5
4468	"ENSG00000121940.17"	"CLCC1"	chr1	-	108943474	108943615	108943558	108943615	108939635	108939782	4468	89,62,31	1,0,0	20,24,48	0,0,0	233	149	1	1.0	0.983,1.0,1.0	1.0,1.0,1.0	-0.006
4469	"ENSG00000121940.17"	"CLCC1"	chr1	-	108941404	108943615	108943474	108943615	108940044	108940142	4469	202,112,104	0,2,0	65,81,141	2,1,1	298	149	0.423695167795	1.0	1.0,0.966,1.0	0.942,0.976,0.986	0.021
4470	"ENSG00000121940.17"	"CLCC1"	chr1	-	108943474	108943615	108943558	108943615	108941404	108941494	4470	89,62,31	0,0,0	20,24,48	2,0,0	233	149	1	1.0	1.0,1.0,1.0	0.865,1.0,1.0	0.045
4471	"ENSG00000121940.17"	"CLCC1"	chr1	-	108943474	108943615	108943558	108943615	108941404	108941498	4471	231,170,114	5,6,6	64,107,126	6,0,2	233	149	0.383542713667	1.0	0.967,0.948,0.924	0.872,1.0,0.976	-0.003
4473	"ENSG00000121940.17"	"CLCC1"	chr1	-	108962308	108963453	108963360	108963453	108950308	108950448	4473	52,28,9	36,16,27	5,4,15	6,11,19	298	149	0.234656534129	0.8580449777043635	0.419,0.467,0.143	0.294,0.154,0.283	0.099
4474	"ENSG00000121940.17"	"CLCC1"	chr1	-	108963360	108963504	108963400	108963504	108950308	108950448	4474	48,22,31	2,0,2	14,13,23	0,0,0	189	149	0.46904094553	1.0	0.95,1.0,0.924	1.0,1.0,1.0	-0.042
4475	"ENSG00000121940.17"	"CLCC1"	chr1	-	108963342	108963467	108963380	108963467	108962308	108962469	4475	16,8,4	1,2,0	8,2,4	0,0,0	187	149	0.790011840079	1.0	0.927,0.761,1.0	1.0,1.0,1.0	-0.104
4476	"ENSG00000121940.17"	"CLCC1"	chr1	-	108963342	108963484	108963360	108963484	108962308	108962469	4476	4,2,0	60,12,8	2,0,0	8,19,15	167	149	0.114177847334	0.5268135256666845	0.056,0.129,0.0	0.182,0.0,0.0	0.001
4478	"ENSG00000121940.17"	"CLCC1"	chr1	-	108963342	108963484	108963400	108963484	108962308	108962469	4478	16,8,4	2,0,0	10,2,4	0,0,0	207	149	1	1.0	0.852,1.0,1.0	1.0,1.0,1.0	-0.049
4479	"ENSG00000121940.17"	"CLCC1"	chr1	-	108963356	108963450	108963360	108963450	108962308	108962469	4479	2,0,0	60,12,8	0,0,0	8,19,15	153	149	1	1.0	0.031,0.0,0.0	0.0,0.0,0.0	0.01
4480	"ENSG00000121940.17"	"CLCC1"	chr1	-	108963356	108963450	108963400	108963450	108962308	108962469	4480	14,6,4	2,0,0	8,2,4	0,0,0	193	149	1	1.0	0.844,1.0,1.0	1.0,1.0,1.0	-0.052
4481	"ENSG00000121940.17"	"CLCC1"	chr1	-	108963360	108963450	108963400	108963450	108962308	108962469	4481	72,18,12	2,0,0	16,21,19	0,0,0	189	149	1	1.0	0.966,1.0,1.0	1.0,1.0,1.0	-0.011
4484	"ENSG00000123329.20"	"ARHGAP9"	chr12	-	57475775	57475931	57475832	57475931	57475482	57475615	4484	0,2,0	0,0,0	0,6,0	0,13,0	206	149	1	1.0	NA,1.0,NA	NA,0.25,NA	0.75
4485	"ENSG00000143252.16"	"SDHC"	chr1	+	161314380	161314874	161314380	161314425	161323613	161323670	4485	6,6,2	448,317,247	0,2,2	177,211,183	298	149	1	1.0	0.007,0.009,0.004	0.0,0.005,0.005	0.003
4486	"ENSG00000266835.7"	"GAPLINC"	chr18	+	3467126	3467296	3467126	3467270	3472842	3473203	4486	2,2,0	0,0,0	10,13,0	0,5,0	175	149	1	1.0	1.0,1.0,NA	1.0,0.689,NA	0.155
4488	"ENSG00000266835.7"	"GAPLINC"	chr18	+	3467126	3467296	3467126	3467270	3486895	3487045	4488	3,2,0	0,0,0	8,9,0	0,2,0	175	149	1	1.0	1.0,1.0,NA	1.0,0.793,NA	0.103
4489	"ENSG00000109332.20"	"UBE2D3"	chr4	-	102801453	102802638	102802560	102802638	102799406	102799500	4489	2071,2336,1076	0,0,0	787,1746,1697	0,2,0	298	149	1	1.0	1.0,1.0,1.0	1.0,0.998,1.0	0.001
4491	"ENSG00000204842.18"	"ATXN2"	chr12	-	111485264	111485331	111485270	111485331	111470557	111470742	4491	85,92,32	69,63,29	36,73,83	60,28,50	155	149	0.847289550746	1.0	0.542,0.584,0.515	0.366,0.715,0.615	-0.018
4492	"ENSG00000204842.18"	"ATXN2"	chr12	-	111485264	111485331	111485270	111485331	111479069	111479102	4492	8,16,3	8,0,3	4,14,4	5,10,9	155	149	0.0674930765279	0.36212056542587956	0.49,1.0,0.49	0.435,0.574,0.299	0.224
4493	"ENSG00000204842.18"	"ATXN2"	chr12	-	111485264	111485331	111485270	111485331	111482786	111482831	4493	6,4,2	1,6,2	2,7,1	1,1,2	155	149	0.340329635373	1.0	0.852,0.391,0.49	0.658,0.871,0.325	-0.04
4494	"ENSG00000204842.18"	"ATXN2"	chr12	-	111519831	111520076	111519878	111520076	111518248	111518427	4494	12,3,2	91,109,19	4,2,13	36,66,95	196	149	0.636439858929	1.0	0.091,0.02,0.074	0.078,0.023,0.094	-0.003
4496	"ENSG00000166278.16"	"C2"	chr6	+	31897784	31898275	31897784	31897942	31933609	31933783	4496	4,3,0	0,0,0	2,2,6	2,0,0	298	149	1	1.0	1.0,1.0,NA	0.333,1.0,1.0	0.222
4498	"ENSG00000122417.16"	"ODF2L"	chr1	-	86385457	86387086	86386914	86387086	86384675	86384801	4498	27,46,16	20,10,6	15,23,17	3,3,15	298	149	0.638744960903	1.0	0.403,0.697,0.571	0.714,0.793,0.362	-0.066
4499	"ENSG00000122417.16"	"ODF2L"	chr1	-	86386345	86387086	86386618	86387086	86385457	86385590	4499	16,7,2	0,0,0	0,4,7	0,0,2	298	149	1	1.0	1.0,1.0,1.0	NA,1.0,0.636	0.182
4500	"ENSG00000122417.16"	"ODF2L"	chr1	-	86386345	86387086	86386914	86387086	86385457	86385590	4500	10,10,4	25,36,7	1,11,4	8,16,24	298	149	0.731107756856	1.0	0.167,0.122,0.222	0.059,0.256,0.077	0.04
4502	"ENSG00000122417.16"	"ODF2L"	chr1	-	86386618	86387086	86386914	86387086	86385457	86385590	4502	10,10,4	25,36,7	1,11,6	8,16,24	298	149	0.861177487099	1.0	0.167,0.122,0.222	0.059,0.256,0.111	0.028
4508	"ENSG00000116044.17"	"NFE2L2"	chr2	-	177232391	177232583	177232472	177232583	177230516	177232008	4508	774,407,851	0,1,0	694,473,2819	0,0,0	230	149	1	1.0	1.0,0.996,1.0	1.0,1.0,1.0	-0.001
4510	"ENSG00000116044.17"	"NFE2L2"	chr2	-	177234004	177234271	177234075	177234271	177233249	177233339	4510	867,528,973	0,0,13	836,546,3411	0,0,26	220	149	0.935897700306	1.0	1.0,1.0,0.981	1.0,1.0,0.989	-0.003
4514	"ENSG00000116044.17"	"NFE2L2"	chr2	-	177310963	177311035	177310999	177311035	177287610	177287834	4514	2,11,0	0,0,0	12,4,6	0,2,0	185	149	1	1.0	1.0,1.0,NA	1.0,0.617,1.0	0.128
4517	"ENSG00000116044.17"	"NFE2L2"	chr2	-	177323084	177323396	177323303	177323396	177311232	177311328	4517	22,26,4	0,0,0	16,31,39	1,0,0	298	149	1	1.0	1.0,1.0,1.0	0.889,1.0,1.0	0.037
4518	"ENSG00000116044.17"	"NFE2L2"	chr2	-	177323238	177323396	177323303	177323396	177311232	177311328	4518	8,15,4	0,0,0	9,18,22	1,0,0	214	149	1	1.0	1.0,1.0,1.0	0.862,1.0,1.0	0.046
4519	"ENSG00000146223.16"	"RPL7L1"	chr6	+	42880860	42881082	42880860	42880966	42883450	42883614	4519	50,76,27	594,522,229	12,34,52	102,265,260	265	149	0.0760275959981	0.39406139485096214	0.045,0.076,0.062	0.062,0.067,0.101	-0.016
4522	"ENSG00000227372.12"	"TP73-AS1"	chr1	-	3739695	3740387	3739835	3740387	3737165	3739407	4522	31,58,26	6,0,6	14,83,22	0,5,0	289	149	0.0364562199852	0.23552447259213205	0.727,1.0,0.691	1.0,0.895,1.0	-0.159
4523	"ENSG00000227372.12"	"TP73-AS1"	chr1	-	3739695	3740387	3740123	3740387	3737538	3739551	4523	22,95,34	0,6,0	13,95,50	0,0,0	298	149	0.0742722447368	0.3878529840968038	1.0,0.888,1.0	1.0,1.0,1.0	-0.037
4525	"ENSG00000198837.10"	"DENND4B"	chr1	-	153930691	153931064	153930946	153931064	153930538	153930603	4525	263,181,185	1,0,0	140,239,226	0,0,0	298	149	1	1.0	0.992,1.0,1.0	1.0,1.0,1.0	-0.003
4526	"ENSG00000169696.16"	"ASPSCR1"	chr17	+	82016940	82017113	82016940	82017088	82017308	82017403	4526	114,121,184	9,2,15	86,151,60	1,0,0	174	149	1.4291174214e-06	7.786308084261e-05	0.916,0.981,0.913	0.987,1.0,1.0	-0.059
4528	"ENSG00000133030.22"	"MPRIP"	chr17	+	17137915	17138429	17137915	17138075	17142626	17142765	4528	383,15,106	478,216,238	86,5,89	101,143,169	298	149	0.930156246008	1.0	0.286,0.034,0.182	0.299,0.017,0.208	-0.007
4530	"ENSG00000226476.7"	"LINC01748"	chr1	-	60596125	60596373	60596168	60596373	60595537	60595699	4530	0,16,0	0,4,0	0,16,0	0,0,0	192	149	1	1.0	NA,0.756,NA	NA,1.0,NA	-0.244
4533	"ENSG00000132294.15"	"EFR3A"	chr8	+	131940498	131940644	131940498	131940575	131944744	131944872	4533	2,3,1	101,85,8	0,3,2	34,37,48	218	149	0.93609651986	1.0	0.013,0.024,0.079	0.0,0.053,0.028	0.012
4534	"ENSG00000158417.11"	"EIF5B"	chr2	+	99369391	99369485	99369391	99369481	99371655	99371730	4534	4,0,2	850,992,374	0,2,1	372,663,351	153	149	1	1.0	0.005,0.0,0.005	0.0,0.003,0.003	0.001
4537	"ENSG00000087470.21"	"DNM1L"	chr12	+	32705824	32706237	32705824	32705863	32707366	32707413	4537	0,0,0	2,0,0	0,4,2	0,2,0	298	149	1	1.0	0.0,NA,NA	NA,0.5,1.0	-0.75
4538	"ENSG00000087470.21"	"DNM1L"	chr12	+	32705824	32706814	32705824	32705863	32707366	32707413	4538	0,0,0	2,0,0	0,4,2	0,2,0	298	149	1	1.0	0.0,NA,NA	NA,0.5,1.0	-0.75
4540	"ENSG00000087470.21"	"DNM1L"	chr12	+	32737864	32738053	32737864	32737942	32738263	32738296	4540	38,54,8	104,74,30	21,34,16	26,58,14	260	149	0.0700333157765	0.37267774489030875	0.173,0.295,0.133	0.316,0.251,0.396	-0.121
4541	"ENSG00000087470.21"	"DNM1L"	chr12	+	32737864	32738296	32737864	32737942	32740063	32740240	4541	233,246,80	45,37,19	75,140,52	15,17,14	298	149	0.862089648125	1.0	0.721,0.769,0.678	0.714,0.805,0.65	-0.0
4546	"ENSG00000117620.15"	"SLC35A3"	chr1	+	99993536	99993745	99993536	99993741	99999260	99999415	4546	0,0,2	56,41,13	3,2,0	26,28,64	153	149	0.69400467933	1.0	0.0,0.0,0.13	0.101,0.065,0.0	-0.012
4547	"ENSG00000117620.15"	"SLC35A3"	chr1	+	99993536	99993745	99993536	99993741	100007033	100007156	4547	2,0,0	9,2,2	3,0,0	4,0,9	153	149	1	1.0	0.178,0.0,0.0	0.422,NA,0.0	-0.152
4551	"ENSG00000138346.16"	"DNA2"	chr10	-	68431856	68431971	68431861	68431971	68422696	68422890	4551	0,0,2	4,2,0	0,2,0	0,0,0	154	149	1	1.0	0.0,0.0,1.0	NA,1.0,NA	-0.667
4552	"ENSG00000138346.16"	"DNA2"	chr10	-	68431856	68431971	68431861	68431971	68430435	68430660	4552	0,4,0	59,76,5	0,0,0	4,6,0	154	149	1	1.0	0.0,0.048,0.0	0.0,0.0,NA	0.016
4553	"ENSG00000060642.12"	"PIGV"	chr1	+	26787966	26788268	26787966	26787989	26790758	26790893	4553	14,7,24	10,0,3	19,15,32	7,7,3	298	149	0.649905897896	1.0	0.412,1.0,0.8	0.576,0.517,0.842	0.092
4554	"ENSG00000060642.12"	"PIGV"	chr1	+	26787966	26788819	26787966	26787989	26790758	26790893	4554	10,14,7	10,0,3	8,6,23	7,7,3	298	149	0.438474300834	1.0	0.333,1.0,0.538	0.364,0.3,0.793	0.138
4555	"ENSG00000060642.12"	"PIGV"	chr1	+	26787966	26788819	26787966	26788268	26790758	26790893	4555	9,23,4	6,5,17	6,15,24	17,15,22	298	149	0.488117385126	1.0	0.429,0.697,0.105	0.15,0.333,0.353	0.132
4556	"ENSG00000060642.12"	"PIGV"	chr1	+	26788176	26788819	26788176	26788394	26790758	26790893	4556	9,22,2	0,0,2	19,12,21	4,5,5	298	149	0.00329328890822	0.038449148003468506	1.0,1.0,0.333	0.704,0.545,0.677	0.136
4557	"ENSG00000198677.13"	"SKIC3"	chr5	-	95478289	95478442	95478298	95478442	95469779	95469910	4557	251,372,195	0,1,2	230,217,320	0,0,2	158	149	1	1.0	1.0,0.997,0.989	1.0,1.0,0.993	-0.002
4559	"ENSG00000198677.13"	"SKIC3"	chr5	-	95512476	95513645	95513570	95513645	95509593	95509687	4559	130,149,54	6,1,0	106,140,193	2,0,1	298	149	0.108091329721	0.5084180674215093	0.915,0.987,1.0	0.964,1.0,0.99	-0.017
4561	"ENSG00000198677.13"	"SKIC3"	chr5	-	95516671	95517060	95516915	95517060	95516524	95516586	4561	131,126,17	0,0,0	62,94,171	0,0,2	298	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.977	0.008
4563	"ENSG00000198677.13"	"SKIC3"	chr5	-	95516910	95517060	95516915	95517060	95516671	95516750	4563	2,0,0	86,92,17	0,3,7	43,67,110	154	149	0.0175258753871	0.13544228520196194	0.022,0.0,0.0	0.0,0.042,0.058	-0.026
4566	"ENSG00000198677.13"	"SKIC3"	chr5	-	95547060	95547151	95547065	95547151	95543183	95543327	4566	104,88,1	0,0,0	64,61,119	1,0,0	154	149	1	1.0	1.0,1.0,1.0	0.984,1.0,1.0	0.005
4567	"ENSG00000145348.17"	"TBCK"	chr4	-	106251865	106252007	106251982	106252007	106250417	106250478	4567	64,71,4	0,2,0	70,97,63	0,0,0	266	149	1	1.0	1.0,0.952,1.0	1.0,1.0,1.0	-0.016
4568	"ENSG00000059758.8"	"CDK17"	chr12	-	96399333	96399404	96399344	96399404	96334718	96334865	4568	0,0,0	0,2,0	0,2,0	0,6,0	160	149	1	1.0	NA,0.0,NA	NA,0.237,NA	-0.237
4569	"ENSG00000163346.17"	"PBXIP1"	chr1	-	154948132	154948366	154948225	154948366	154947641	154947712	4569	32,24,68	0,0,0	45,64,108	0,0,2	242	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.971	0.01
4571	"ENSG00000134748.13"	"PRPF38A"	chr1	+	52405679	52405839	52405679	52405713	52412513	52412624	4571	137,309,196	17,50,12	130,273,127	0,0,0	275	149	0	0.0	0.814,0.77,0.898	1.0,1.0,1.0	-0.173
4572	"ENSG00000143036.17"	"SLC44A3"	chr1	+	94827506	94827643	94827506	94827547	94828492	94828586	4572	14,13,4	4,4,0	15,28,2	4,5,4	245	149	0.40499840455	1.0	0.68,0.664,1.0	0.695,0.773,0.233	0.214
4574	"ENSG00000105223.21"	"PLD3"	chr19	+	40348699	40348768	40348699	40348724	40365661	40365930	4574	11,4,8	6,0,0	18,14,32	9,0,2	193	149	0.912690631181	1.0	0.586,1.0,1.0	0.607,1.0,0.925	0.018
4575	"ENSG00000105223.21"	"PLD3"	chr19	+	40365552	40365930	40365552	40365585	40366418	40366510	4575	648,735,255	74,28,53	585,1076,594	44,1,41	298	149	8.21752420118e-05	0.0020986786416919857	0.814,0.929,0.706	0.869,0.998,0.879	-0.099
4576	"ENSG00000105223.21"	"PLD3"	chr19	+	40366772	40367879	40366772	40366915	40369907	40370028	4576	540,733,320	0,0,2	498,1102,787	0,8,4	298	149	1	1.0	1.0,1.0,0.988	1.0,0.986,0.99	0.004
4578	"ENSG00000120899.18"	"PTK2B"	chr8	+	27433434	27433552	27433434	27433513	27434092	27434132	4578	31,18,8	1,0,0	59,38,17	4,0,0	188	149	0.903041299409	1.0	0.961,1.0,1.0	0.921,1.0,1.0	0.013
4579	"ENSG00000136895.19"	"GARNL3"	chr9	+	127243078	127243253	127243078	127243249	127264951	127265021	4579	0,3,0	1,2,2	0,0,0	7,4,2	153	149	0.277346125681	0.9543626156328305	0.0,0.594,0.0	0.0,0.0,0.0	0.198
4580	"ENSG00000136895.19"	"GARNL3"	chr9	+	127243078	127243253	127243078	127243249	127291167	127291242	4580	1,0,0	0,2,0	0,2,2	0,1,0	153	149	1	1.0	1.0,0.0,NA	NA,0.661,1.0	-0.331
4585	"ENSG00000272916.5"	"ENSG00000272916"	chr10	-	73801339	73802776	73802673	73802776	73800502	73800559	4585	3,11,3	1,0,0	11,8,3	0,0,0	298	149	1	1.0	0.6,1.0,1.0	1.0,1.0,1.0	-0.133
4587	"ENSG00000223745.8"	"CCDC18-AS1"	chr1	-	93345539	93345846	93345723	93345846	93340457	93340510	4587	7,16,1	12,8,7	22,16,8	77,63,65	298	149	0.0246906295475	0.17522945405968005	0.226,0.5,0.067	0.125,0.113,0.058	0.166
4588	"ENSG00000122483.18"	"CCDC18"	chr1	+	93180723	93180882	93180723	93180852	93183359	93183495	4588	1,15,12	20,14,0	2,2,2	0,2,2	179	149	0.497686528007	1.0	0.04,0.471,1.0	1.0,0.454,0.454	-0.132
4591	"ENSG00000122483.18"	"CCDC18"	chr1	+	93221858	93221940	93221858	93221936	93226332	93226449	4591	0,1,0	27,80,27	0,0,0	0,9,4	153	149	1	1.0	0.0,0.012,0.0	NA,0.0,0.0	0.004
4593	"ENSG00000143033.18"	"MTF2"	chr1	+	93110544	93110630	93110544	93110626	93114687	93114783	4593	5,5,1	55,155,23	0,1,4	11,89,30	153	149	0.300323645843	0.995080580606532	0.081,0.03,0.041	0.0,0.011,0.115	0.009
4594	"ENSG00000172893.18"	"DHCR7"	chr11	-	71443956	71444215	71443992	71444215	71442262	71442353	4594	5,7,1	958,687,339	0,5,0	758,1468,119	185	149	1	1.0	0.004,0.008,0.002	0.0,0.003,0.0	0.004
4595	"ENSG00000172893.18"	"DHCR7"	chr11	-	71448289	71448393	71448312	71448393	71447609	71447734	4595	258,164,82	7,4,2	154,322,42	6,3,0	172	149	0.314447506974	1.0	0.97,0.973,0.973	0.957,0.989,1.0	-0.01
4596	"ENSG00000043514.17"	"TRIT1"	chr1	-	39850118	39850261	39850122	39850261	39847985	39848097	4596	84,67,51	5,15,15	25,39,48	15,29,19	153	149	4.6929067583e-05	0.001363654417145129	0.942,0.813,0.768	0.619,0.567,0.711	0.209
4597	"ENSG00000142910.16"	"TINAGL1"	chr1	+	31585439	31585876	31585439	31585485	31586709	31586755	4597	18,7,366	0,3,46	0,2,68	0,3,7	298	149	1	1.0	1.0,0.538,0.799	NA,0.25,0.829	0.24
4599	"ENSG00000172965.17"	"MIR4435-2HG"	chr2	-	111207719	111208661	111208487	111208661	111196998	111197194	4599	80,68,86	4,0,1	97,123,149	3,9,4	298	149	0.040786211693	0.2544468053901088	0.909,1.0,0.977	0.942,0.872,0.949	0.041
4600	"ENSG00000172965.17"	"MIR4435-2HG"	chr2	-	111365560	111367575	111367486	111367575	111344060	111344237	4600	163,25,44	13,23,37	22,23,60	44,37,49	298	149	0.0138514611797	0.11295839433003091	0.862,0.352,0.373	0.2,0.237,0.38	0.257
4604	"ENSG00000153187.21"	"HNRNPU"	chr1	-	244860334	244860474	244860357	244860474	244859274	244859374	4604	3908,4240,1288	0,0,0	1163,1980,1728	0,0,2	172	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.999	0.0
4605	"ENSG00000153187.21"	"HNRNPU"	chr1	-	244860352	244860474	244860357	244860474	244859274	244859374	4605	118,127,43	0,0,0	41,56,47	0,0,2	154	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.958	0.014
4606	"ENSG00000127483.19"	"HP1BP3"	chr1	-	20780344	20780540	20780349	20780540	20779811	20779911	4606	288,175,85	22,11,9	84,128,125	5,4,0	154	149	0.000510934591443	0.009195272566151921	0.927,0.939,0.901	0.942,0.969,1.0	-0.048
4607	"ENSG00000127483.19"	"HP1BP3"	chr1	-	20786252	20786652	20786648	20786652	20779811	20779911	4607	0,2,0	0,18,0	0,0,2	0,4,4	298	149	1	1.0	NA,0.053,NA	NA,0.0,0.2	-0.047
4608	"ENSG00000127483.19"	"HP1BP3"	chr1	-	20786252	20786652	20786648	20786652	20780344	20780540	4608	4,12,0	19,18,8	0,0,5	0,12,6	298	149	1	1.0	0.095,0.25,0.0	NA,0.0,0.294	-0.032
4610	"ENSG00000144591.20"	"GMPPA"	chr2	+	219498900	219499254	219498900	219498938	219499960	219500015	4610	23,26,42	0,12,60	8,48,36	24,15,39	298	149	0.124790910819	0.556916706440015	1.0,0.52,0.259	0.143,0.615,0.316	0.235
4611	"ENSG00000144591.20"	"GMPPA"	chr2	+	219499960	219500020	219499960	219500015	219500120	219500218	4611	0,0,0	146,115,412	2,0,0	111,179,260	154	149	1	1.0	0.0,0.0,0.0	0.017,0.0,0.0	-0.006
4612	"ENSG00000144591.20"	"GMPPA"	chr2	+	219501475	219501720	219501475	219501579	219501850	219502037	4612	5,12,16	277,130,412	10,25,18	86,154,212	290	149	1.06764365119e-05	0.0004179792929030072	0.009,0.045,0.02	0.056,0.077,0.042	-0.034
4613	"ENSG00000144591.20"	"GMPPA"	chr2	+	219504082	219504218	219504082	219504213	219505227	219505362	4613	0,0,2	272,155,635	4,5,2	112,192,255	154	149	0.457869788805	1.0	0.0,0.0,0.003	0.033,0.025,0.008	-0.021
4614	"ENSG00000144591.20"	"GMPPA"	chr2	+	219504082	219504868	219504082	219504213	219505227	219505362	4614	17,28,69	272,155,635	39,109,54	112,192,255	298	149	2.64610555689e-12	5.088305332631418e-10	0.03,0.083,0.052	0.148,0.221,0.096	-0.1
4615	"ENSG00000144591.20"	"GMPPA"	chr2	+	219504082	219504868	219504082	219504218	219505227	219505362	4615	17,29,69	0,0,2	37,110,53	2,4,1	298	149	0.0331770703947	0.21974150493826516	1.0,1.0,0.945	0.902,0.932,0.964	0.049
4616	"ENSG00000144591.20"	"GMPPA"	chr2	+	219504082	219505362	219504082	219504213	219505457	219505555	4616	480,318,1323	18,0,50	292,465,560	10,14,10	298	149	0.357827673411	1.0	0.93,1.0,0.93	0.936,0.943,0.966	0.005
4617	"ENSG00000144591.20"	"GMPPA"	chr2	+	219504082	219505362	219504082	219504213	219505599	219505761	4617	19,29,69	0,0,4	39,115,55	0,0,0	298	149	0.617728346818	1.0	1.0,1.0,0.896	1.0,1.0,1.0	-0.035
4618	"ENSG00000144591.20"	"GMPPA"	chr2	+	219505457	219505761	219505457	219505555	219505979	219506072	4618	407,267,1283	1,0,20	180,349,479	5,2,0	298	149	0.158648176376	0.656330424404764	0.995,1.0,0.97	0.947,0.989,1.0	0.01
4619	"ENSG00000188243.14"	"COMMD6"	chr13	-	75537498	75537675	75537663	75537675	75530113	75530266	4619	10,29,39	846,1035,1119	56,35,84	1561,2447,2435	298	149	0.664526421368	1.0	0.006,0.014,0.017	0.018,0.007,0.017	-0.002
4620	"ENSG00000188243.14"	"COMMD6"	chr13	-	75537498	75537675	75537663	75537675	75530310	75530408	4620	10,27,35	17,10,25	54,33,69	31,31,23	298	149	0.437997291527	1.0	0.227,0.574,0.412	0.466,0.347,0.6	-0.067
